0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0.32260227,0.29235658,0.26044917,0.32149243,0.27241743,0.033605527,0.27709085,0.28199288,0.32872993,0.34511703,0.29914016,0.028570624,0.33563125,0.30152094,0.30412006,0.30431318,0.28474104,0.06694673,0.31444284,0.3096485,0.30075398,0.28536874,0.29564184,0.028737616
0.31320834,0.28479156,0.25401947,0.31155282,0.26647696,0.033909246,0.26930165,0.27384043,0.31836742,0.33435756,0.29073656,0.028361034,0.3253125,0.2929287,0.29492003,0.29508817,0.2767495,0.065762974,0.30506134,0.30098546,0.29201624,0.27743992,0.28698826,0.029037142
0.22688971,0.21416341,0.18926045,0.21948992,0.21068773,0.050443724,0.19088806,0.19546832,0.22237512,0.23177819,0.20812091,0.041606657,0.23163491,0.2116339,0.20490998,0.20996659,0.20227855,0.06620279,0.2166774,0.21744725,0.21025802,0.20052586,0.20450842,0.044955928
0.21463527,0.20310332,0.1786369,0.20510356,0.20256881,0.056084223,0.18009056,0.18470883,0.20821702,0.2184977,0.19448316,0.045171306,0.217262,0.1986683,0.19166279,0.19598638,0.19046587,0.06947209,0.20327081,0.20452116,0.19692975,0.18801856,0.19151728,0.05003313
0.27863836,0.2572183,0.22776182,0.27469036,0.24412836,0.03986921,0.23833472,0.24355724,0.2796943,0.29367703,0.25793874,0.031685345,0.28874546,0.2605579,0.25964713,0.2611942,0.2474282,0.065682136,0.26974794,0.26849806,0.2586627,0.24610338,0.254348,0.035264462
0.29365787,0.26894632,0.23922098,0.29060182,0.25386897,0.037437066,0.25123692,0.25581068,0.29685795,0.31114045,0.27145046,0.03149444,0.3041916,0.2738279,0.2739566,0.2756006,0.2597211,0.066111706,0.2851671,0.2815848,0.27330703,0.25942773,0.26832008,0.033467226
0.30908668,0.2815723,0.25206143,0.3078796,0.26389498,0.03635776,0.26563668,0.27004036,0.3134269,0.32911208,0.28664827,0.028776916,0.32197034,0.28873977,0.2900709,0.29140395,0.27312496,0.067112714,0.30130035,0.29609916,0.28815073,0.27310368,0.28263626,0.030835392
0.41259918,0.36312157,0.32596433,0.41689935,0.3300286,0.027257537,0.3556037,0.36201954,0.42622203,0.45034695,0.38310358,0.023585577,0.43289256,0.3858437,0.39483947,0.39204168,0.36151588,0.073769644,0.40478265,0.39337334,0.38547805,0.36386478,0.3782581,0.018474992
0.2608375,0.24201337,0.2148353,0.2552823,0.23308234,0.043024253,0.22161198,0.22607478,0.2598728,0.27295738,0.24050638,0.03577684,0.26806316,0.24327925,0.24028784,0.24297512,0.23120162,0.06568235,0.2513244,0.25027716,0.24198964,0.23047285,0.23702568,0.037729852
0.46940327,0.40712714,0.36742803,0.47709495,0.36611694,0.025517736,0.40501148,0.41198325,0.4871406,0.51612103,0.43556353,0.021022946,0.49418813,0.43952596,0.45220435,0.44756636,0.41048643,0.078435265,0.4609902,0.44573495,0.438689,0.41329956,0.430147,0.012953933
0.31209683,0.28371993,0.2530325,0.31048805,0.26557744,0.034212142,0.26791766,0.27274978,0.31722862,0.33297768,0.289577,0.029181773,0.3242406,0.29187515,0.29361102,0.2941265,0.27600554,0.06580879,0.30398417,0.29970324,0.2912072,0.27652997,0.28603536,0.02946962
0.7113086,0.59260935,0.53857625,0.7387436,0.51639265,0.021346983,0.6107503,0.61889595,0.7483958,0.79982257,0.6542797,0.016390152,0.7569066,0.6709634,0.69358116,0.6861267,0.6217294,0.103593156,0.7025274,0.667776,0.6674646,0.6221006,0.649733,-0.002414383
0.63742113,0.5369668,0.48685002,0.65773547,0.4714054,0.021456648,0.5487866,0.5571253,0.6690204,0.71305954,0.5882529,0.017166868,0.6763313,0.59876794,0.61993957,0.61223054,0.5560351,0.09582985,0.6288435,0.59982187,0.5976437,0.55824405,0.58299506,0.0012041144
0.23551168,0.22087188,0.19583178,0.22835253,0.21636292,0.049435474,0.1987205,0.20273796,0.23254262,0.24260679,0.21518302,0.04148294,0.24071255,0.219087,0.21348263,0.2177278,0.2094225,0.066671245,0.2252938,0.22496632,0.2181402,0.20778486,0.21331096,0.044876687
0.24702746,0.23052895,0.20444311,0.24088234,0.22343446,0.044762257,0.21001148,0.214144,0.24525549,0.25658822,0.22707096,0.03804093,0.25289613,0.23011985,0.22638212,0.22943725,0.21970621,0.06544607,0.23740788,0.2372647,0.22926694,0.2186043,0.22446476,0.040790454
0.41637087,0.36604,0.3293783,0.42069846,0.33244488,0.027306447,0.35907984,0.3655434,0.42953247,0.45435837,0.38687307,0.022058014,0.43691877,0.38983285,0.3990457,0.3958428,0.36502331,0.07326122,0.40807396,0.39699632,0.38866264,0.36709893,0.38159868,0.016994562
0.2411509,0.22448464,0.20087369,0.23396482,0.22029968,0.049876392,0.20267916,0.20708402,0.23793331,0.24800578,0.22086318,0.04290962,0.2456436,0.22393039,0.21751791,0.22238746,0.21357282,0.06833531,0.23062238,0.22882144,0.22240514,0.21264821,0.21677339,0.04544123
0.421659,0.3703407,0.33305156,0.4265043,0.33562815,0.027168177,0.36392647,0.3704896,0.43549788,0.46048886,0.39190355,0.022289068,0.44298735,0.39494166,0.40463182,0.4011972,0.369749,0.07404437,0.41355696,0.4023909,0.39382547,0.37183553,0.3867118,0.016836893
0.22763047,0.21400788,0.18868831,0.2195574,0.2118849,0.05193463,0.19122025,0.19584918,0.22272523,0.23398022,0.20735376,0.04403953,0.23157509,0.21108809,0.20501575,0.2092275,0.20204642,0.06858063,0.21709631,0.216988,0.21000373,0.20012796,0.2047826,0.046751518
0.518651,0.445683,0.4025004,0.5298859,0.39733538,0.023737088,0.44797832,0.4556444,0.5405131,0.5736358,0.48077562,0.01950461,0.5474973,0.4861205,0.50185096,0.49572763,0.4529367,0.08335216,0.5103283,0.49161416,0.4853788,0.45592445,0.47526014,0.008864701
0.30907667,0.281721,0.25157732,0.30741325,0.2637666,0.03495987,0.26602367,0.2700274,0.31372133,0.32940373,0.28645292,0.027690338,0.32179728,0.28871483,0.29070097,0.29124698,0.2730014,0.06574293,0.30072507,0.29628175,0.28783458,0.27293634,0.28274548,0.030922469
0.37101573,0.33062953,0.29597765,0.37299687,0.30352432,0.029775294,0.31970423,0.32524177,0.38120794,0.40173483,0.34458977,0.025249626,0.38822216,0.34703797,0.35328436,0.35179678,0.32609674,0.07023418,0.3633114,0.3549549,0.3465597,0.3277393,0.34032091,0.0227618
0.3130204,0.2844801,0.25364316,0.3112936,0.2662896,0.03436575,0.26871455,0.27353263,0.31824905,0.33402473,0.290487,0.029353164,0.32501912,0.29275545,0.2945228,0.29487714,0.27670476,0.066047415,0.30487806,0.30061337,0.29198235,0.27738523,0.28684735,0.029557921
0.60001326,0.50853205,0.46070135,0.6172419,0.4485578,0.021718334,0.51716197,0.52518964,0.62872356,0.6695267,0.55460745,0.017970182,0.63555074,0.56323016,0.5827333,0.5755098,0.5228303,0.09132187,0.59175664,0.5657344,0.56224763,0.52639526,0.5489643,0.0029888935
0.6628475,0.5554502,0.5052868,0.6843233,0.487334,0.021713443,0.5697176,0.57806116,0.6949211,0.7422813,0.6107727,0.016352676,0.7034267,0.62416476,0.64537466,0.63700366,0.5790192,0.09712355,0.6529684,0.62306285,0.6205411,0.58031845,0.6051518,-0.0018908009
0.39609152,0.3501113,0.3141023,0.39937854,0.3194934,0.028360631,0.34151748,0.3476529,0.40811345,0.43079567,0.36797073,0.024177257,0.4150595,0.37060845,0.37855616,0.37607402,0.34755856,0.072356425,0.38813084,0.37834358,0.36999136,0.3495915,0.36328036,0.019973151
0.41880912,0.36791748,0.33070666,0.42347527,0.33412963,0.027454643,0.3612916,0.3675933,0.43263286,0.45719326,0.38894528,0.023270924,0.43970323,0.39181566,0.40146708,0.39820278,0.36693406,0.07432115,0.41079247,0.39920717,0.3913247,0.3693077,0.38394213,0.018134382
0.27695927,0.25544533,0.22689167,0.2728349,0.24300736,0.038489584,0.23666763,0.24106011,0.27884832,0.29190785,0.25614738,0.033140443,0.28561696,0.2586848,0.25752616,0.25929135,0.24567075,0.06442703,0.26828924,0.2661995,0.25781488,0.24565421,0.25315017,0.034821294
0.23652002,0.22201642,0.19685374,0.22984523,0.21680069,0.047051273,0.20083067,0.20465983,0.23355399,0.244652,0.21726985,0.03860836,0.24178645,0.22033241,0.21582754,0.2189837,0.21023256,0.065539256,0.22677018,0.22729152,0.21896972,0.20925385,0.21416275,0.042446595
0.28933007,0.26583636,0.2366792,0.286421,0.25113156,0.037319005,0.24783605,0.25215662,0.2923282,0.30668855,0.26798612,0.030881906,0.2999449,0.2703234,0.27023348,0.27174962,0.25616962,0.06516574,0.28100598,0.2777503,0.2695582,0.256298,0.26475355,0.03316128
0.20627734,0.19510072,0.17169511,0.19595507,0.1955849,0.05863172,0.1726915,0.17653003,0.19863448,0.20892395,0.18558656,0.045677684,0.20766138,0.18960838,0.18332563,0.18756692,0.18225074,0.07096652,0.19384703,0.19739798,0.18722719,0.17963521,0.18286107,0.053536423
0.51707506,0.44429052,0.40154627,0.5278632,0.39647424,0.02385211,0.4460978,0.4537723,0.5386629,0.57202,0.47911623,0.019884277,0.54563165,0.48428142,0.49972045,0.4937799,0.45115584,0.08335042,0.5086552,0.48964906,0.48360085,0.45430815,0.4733746,0.009061437
0.29718745,0.27185088,0.24202897,0.29438192,0.25584534,0.03609781,0.2546747,0.25921598,0.30058333,0.31526238,0.2754046,0.03008085,0.3079811,0.27758726,0.27830124,0.27942762,0.2629246,0.06553499,0.28880802,0.2858047,0.27677673,0.2629789,0.2719686,0.031784505
0.26388726,0.24547233,0.21725605,0.25927645,0.23483321,0.042087033,0.22486818,0.22818896,0.26433796,0.2770118,0.24234316,0.031835973,0.27269658,0.24590358,0.24362822,0.24605182,0.23376504,0.06445626,0.25477165,0.2521903,0.2446679,0.23249228,0.24024414,0.037747692
0.25463086,0.23725381,0.21029782,0.2490008,0.2284592,0.042113848,0.21691944,0.22105764,0.25414348,0.26595446,0.23481232,0.035597663,0.26131797,0.23771492,0.23463279,0.23717059,0.22635832,0.0640513,0.2454429,0.24488331,0.23644915,0.22574767,0.23200195,0.038129322
0.46501935,0.40438578,0.36377984,0.4728124,0.36336482,0.02521427,0.40175992,0.40871292,0.4829601,0.51094866,0.43148437,0.020792063,0.4898666,0.43515235,0.4482103,0.44345534,0.40687227,0.07852128,0.45717883,0.44232398,0.43507004,0.40928936,0.42667133,0.014099654
0.3969051,0.35083905,0.31476632,0.4002921,0.32008594,0.028349949,0.34219268,0.3483007,0.40901905,0.43184692,0.3687073,0.02399502,0.4159953,0.37141776,0.3793941,0.37694824,0.34820834,0.07229237,0.3889938,0.37908733,0.37073326,0.3503426,0.36401403,0.019831527
0.6026437,0.51070786,0.46214136,0.6202513,0.44981682,0.021796267,0.5200059,0.5279471,0.63149124,0.6721051,0.5569982,0.017284982,0.6384474,0.56595445,0.5859662,0.57819325,0.52552426,0.091767274,0.5944475,0.56869066,0.564806,0.5283805,0.5515399,0.0030320846
0.6072409,0.51400065,0.46601722,0.6254284,0.45268178,0.022323344,0.52385914,0.5320449,0.6362956,0.6772398,0.5613571,0.017567676,0.6439483,0.57024163,0.5900782,0.58285534,0.52975684,0.092761904,0.59882927,0.5726265,0.5692461,0.5322879,0.55589986,0.0031143613
0.3018616,0.27543193,0.24557707,0.29915014,0.25903404,0.035765152,0.25843045,0.26306295,0.3057586,0.32096672,0.27957013,0.03054332,0.31284425,0.281694,0.2824848,0.2836321,0.26673836,0.06591958,0.29333234,0.28922412,0.28096798,0.26692593,0.27595273,0.031424433
0.29341483,0.2691654,0.23943716,0.2906934,0.2534615,0.03568267,0.25188416,0.2562533,0.2968774,0.3113789,0.27203912,0.029598482,0.30412897,0.2745335,0.27504823,0.27602232,0.2599274,0.06435667,0.2852542,0.28261375,0.27355927,0.26016718,0.26886448,0.031245168
0.21290398,0.20130832,0.1784209,0.20404498,0.20112225,0.056055836,0.17874223,0.18309912,0.20604295,0.2157206,0.19377345,0.045423232,0.21545981,0.19755967,0.19059582,0.19495502,0.1890806,0.06991811,0.20114729,0.20406282,0.19505344,0.18707086,0.19080114,0.050427224
0.2952687,0.2704206,0.24098003,0.2925887,0.2549769,0.036008902,0.25346237,0.25786117,0.29883158,0.3133453,0.2740444,0.03012835,0.30588394,0.27617025,0.27672347,0.2775247,0.26156032,0.06469793,0.2869313,0.283896,0.27525607,0.26198885,0.27038383,0.03173075
0.31643528,0.2872175,0.25617605,0.31498492,0.2685255,0.03431579,0.27185583,0.2766013,0.32194185,0.33787322,0.29354373,0.02939183,0.32883093,0.29578188,0.2978896,0.29819742,0.27952653,0.06662832,0.3082916,0.30369824,0.29523602,0.28020704,0.28993934,0.029366776
0.2125898,0.20061538,0.17679325,0.20294283,0.20177162,0.057890102,0.17764519,0.18196267,0.2054897,0.21554329,0.19184043,0.049410757,0.21413364,0.19665848,0.18916734,0.19381219,0.18858369,0.07060295,0.20065236,0.20186071,0.19585145,0.18674941,0.18977576,0.05129482
0.29209545,0.26779228,0.23842902,0.2893003,0.2528188,0.037114408,0.25061888,0.2551586,0.29519406,0.30951792,0.27069268,0.03088509,0.30271655,0.27331078,0.27342302,0.27450418,0.2589284,0.06514698,0.28390265,0.28099447,0.27246124,0.2587813,0.26738477,0.032032296
0.42443922,0.3725869,0.33454335,0.4294889,0.33766466,0.026813261,0.36644572,0.37276927,0.43905163,0.46387672,0.39417946,0.022954307,0.44564828,0.3971699,0.4072286,0.40370965,0.37173644,0.074910656,0.41671532,0.404841,0.39672357,0.3743016,0.38928765,0.017362386
0.54882324,0.46843064,0.42436808,0.56145597,0.416324,0.023216058,0.47282755,0.48096338,0.572356,0.60897475,0.50808877,0.018565636,0.5797087,0.5146939,0.5316443,0.52480257,0.47908995,0.08557708,0.5397043,0.51868534,0.51317436,0.48210254,0.5019953,0.0057598427
0.27924028,0.25773177,0.22905685,0.27582413,0.2446477,0.03864503,0.23900993,0.24307694,0.28135565,0.2947681,0.25807178,0.031564496,0.28893983,0.26079568,0.25996423,0.26185876,0.24762134,0.06473066,0.27088523,0.26824528,0.26002762,0.24724756,0.25533557,0.03470148
0.6946601,0.579939,0.5273889,0.7202668,0.5067739,0.021368895,0.59624976,0.60469687,0.7309557,0.78074324,0.63909376,0.017718982,0.7386017,0.65346295,0.67566586,0.668707,0.60576403,0.102608405,0.68607956,0.6510805,0.6520403,0.6073339,0.63438535,-0.0012390874
0.28369665,0.26080889,0.23196325,0.27989638,0.24756901,0.037995584,0.24249366,0.24695432,0.28576475,0.29986876,0.26259226,0.03218455,0.29304054,0.26505846,0.26433825,0.26584968,0.25130987,0.0649043,0.27494568,0.2724989,0.26409358,0.2512755,0.25928468,0.033317897
0.50043553,0.4316227,0.3892501,0.5104171,0.38591614,0.0242633,0.4323954,0.4395603,0.5208995,0.55240804,0.4639826,0.020316578,0.5276847,0.4689917,0.48387855,0.47790933,0.4371016,0.08167832,0.49231875,0.47507414,0.46806687,0.4402722,0.458614,0.010564614
0.24859616,0.23157305,0.20589256,0.24206805,0.22445464,0.043904223,0.21086416,0.21505304,0.2463682,0.25780955,0.22906557,0.036708586,0.25416243,0.23175883,0.22796655,0.23093101,0.22076394,0.06443655,0.2387168,0.23876135,0.23022994,0.2198888,0.22550896,0.039415054
0.48990148,0.42332023,0.382011,0.49918222,0.3792862,0.024760742,0.42282194,0.43030098,0.50943106,0.54021096,0.45432866,0.020663563,0.51649606,0.4588057,0.47268206,0.46753782,0.4280139,0.080812566,0.48164743,0.4648167,0.45824283,0.4309273,0.4489093,0.011338044
0.2775197,0.2561325,0.22741064,0.27360928,0.24341731,0.03867792,0.23716748,0.24147941,0.279617,0.2928352,0.256423,0.033095717,0.28664955,0.259018,0.25781834,0.259722,0.24595985,0.064885564,0.26878795,0.26633567,0.25814354,0.24580786,0.25340524,0.035444662
0.24258599,0.22710311,0.20072623,0.23648116,0.2212265,0.045400474,0.2054736,0.20984676,0.24013744,0.25204775,0.22279379,0.037775803,0.2487258,0.22617415,0.22192362,0.22527343,0.21566112,0.064746305,0.23322678,0.23245238,0.22505578,0.21448302,0.22015569,0.041216094
0.23941375,0.22438602,0.19859998,0.23158982,0.21768764,0.046635017,0.20291203,0.2074431,0.23551622,0.24784869,0.21987319,0.036715966,0.24461134,0.22220758,0.21873426,0.221377,0.21224609,0.06648028,0.22874135,0.230333,0.2201848,0.21073449,0.21644837,0.042292014
0.32346827,0.29271746,0.26135576,0.32220665,0.2729798,0.033309482,0.2778621,0.28284025,0.32950366,0.34620744,0.30028802,0.02853152,0.3362704,0.30239227,0.30502847,0.30497605,0.28553307,0.06678718,0.31526744,0.31030047,0.30158418,0.28634024,0.29638377,0.028298814
0.5304854,0.4546372,0.4108159,0.54217386,0.4048719,0.023294944,0.45757014,0.4654312,0.5531756,0.5876429,0.4912863,0.019543432,0.55994785,0.49694356,0.5131576,0.5068891,0.46273106,0.08461301,0.5220955,0.5019513,0.49624693,0.46600097,0.48561347,0.008013282
0.2982315,0.27273196,0.24260566,0.29584917,0.2567228,0.03578352,0.2559106,0.26034042,0.30236295,0.31684208,0.27636626,0.03074543,0.30906987,0.27879137,0.27966088,0.2805547,0.26409915,0.06534772,0.2900387,0.28685322,0.27824855,0.26447302,0.27346525,0.03183555
0.6352021,0.5347637,0.48567352,0.6550386,0.4699133,0.02208428,0.5463234,0.5551329,0.6659093,0.7101027,0.5861454,0.017114151,0.6739752,0.59681696,0.6173589,0.6097505,0.5544439,0.09533425,0.6258996,0.59751415,0.5951302,0.5562773,0.58062875,0.00090101734
0.2915982,0.26682073,0.23804735,0.28819358,0.25269476,0.037395544,0.24874628,0.2532194,0.29386985,0.3083369,0.26968262,0.031140666,0.30164048,0.27207774,0.27183852,0.27382848,0.2581352,0.06499814,0.28278205,0.27887154,0.2713548,0.2575827,0.26625255,0.032517817
0.25809842,0.23945546,0.21193883,0.25182474,0.2305803,0.04444605,0.21761829,0.22217618,0.25675496,0.26809108,0.23640275,0.036320493,0.26479012,0.23967883,0.23640037,0.24022333,0.22868663,0.0661147,0.24809086,0.24646866,0.23884892,0.226702,0.23413363,0.040974747
0.59488916,0.5041435,0.45715225,0.61126596,0.44523758,0.022184573,0.5124076,0.52066004,0.62269276,0.6631961,0.54986334,0.017977338,0.6297155,0.5580781,0.57728773,0.56995153,0.51854193,0.09084041,0.58614665,0.5606358,0.55699575,0.5216801,0.54398876,0.0032193772
0.22384629,0.21051982,0.18521403,0.21469232,0.20941293,0.054806076,0.18716146,0.1918482,0.21786824,0.22937481,0.20292076,0.04645206,0.22703403,0.20669484,0.20020245,0.20463961,0.1979878,0.07043259,0.21241392,0.21284828,0.20554933,0.19588186,0.20011435,0.048906486
0.41467106,0.36478388,0.32747748,0.41915426,0.3313027,0.02720537,0.3578483,0.36422443,0.42841572,0.4524626,0.3850994,0.02327415,0.43515548,0.3879912,0.39733678,0.3941986,0.363465,0.07390325,0.40680876,0.39571583,0.38759542,0.36579317,0.38041243,0.018236462
0.42665786,0.37410527,0.3362354,0.4318098,0.33909404,0.027017348,0.3682483,0.37477928,0.4411729,0.46636957,0.3962568,0.022934623,0.44804046,0.3993463,0.4094277,0.4058684,0.37376252,0.074976996,0.4186718,0.40674388,0.3986969,0.3762183,0.39126977,0.016935654
0.3124613,0.28396338,0.25320065,0.31060183,0.26594174,0.03425273,0.2680663,0.27287865,0.31751516,0.33344376,0.28993624,0.029324587,0.3243677,0.2921536,0.2938556,0.2943148,0.27610433,0.06603588,0.30419677,0.30000412,0.29126257,0.27672017,0.2862755,0.02939513
0.2989117,0.27353963,0.24359098,0.29694518,0.25721753,0.035742227,0.25668013,0.26131865,0.3031904,0.31794894,0.2775587,0.030264989,0.3104682,0.27976626,0.2805383,0.28150308,0.26483613,0.06545105,0.29108524,0.28759846,0.2791413,0.26524815,0.27411115,0.031353578
0.52430856,0.4500721,0.40644947,0.5359327,0.40102202,0.023435019,0.45270187,0.46036822,0.54676026,0.5804054,0.48576036,0.019704893,0.5534724,0.49125054,0.50730836,0.5011295,0.45750248,0.0841074,0.51613384,0.4966248,0.4907294,0.46079046,0.48027405,0.008717068
0.25440532,0.23675242,0.20998228,0.24852651,0.22828937,0.04226782,0.2165637,0.22068888,0.25358638,0.26523453,0.23458031,0.035951838,0.26070532,0.23746364,0.23424515,0.23681611,0.22603488,0.0638874,0.24507537,0.24473262,0.23645188,0.22556649,0.23157299,0.03802068
0.6888834,0.57579386,0.5236599,0.7146115,0.50303596,0.022090547,0.5926925,0.600964,0.72486347,0.7732649,0.6343381,0.017882116,0.7327262,0.6478241,0.6704292,0.66321933,0.60071146,0.103119254,0.6805052,0.64639276,0.6469181,0.601785,0.6296863,0.0006716363
0.47281206,0.4098066,0.36957282,0.48078865,0.3681214,0.025193065,0.40784806,0.4151056,0.49081075,0.52029777,0.4388039,0.021175228,0.4980674,0.44280097,0.4556269,0.45086637,0.4134133,0.07899423,0.46451765,0.44895366,0.4419332,0.41623458,0.43329298,0.012384344
0.27525395,0.25425828,0.22647181,0.27165118,0.24241737,0.042278625,0.23496911,0.23962077,0.27623302,0.28854492,0.25355944,0.032903682,0.28548828,0.25705478,0.25511673,0.2580871,0.24527755,0.06575704,0.26651752,0.262774,0.2567604,0.2429454,0.2512926,0.03775209
0.29255322,0.2678761,0.23844884,0.28943813,0.25292158,0.036628634,0.25042844,0.25519246,0.29562938,0.30997837,0.27106506,0.030960899,0.3027379,0.2735489,0.27353913,0.27479088,0.25910786,0.065114655,0.2840643,0.28128433,0.27253187,0.25917768,0.2676992,0.032174047
0.21093065,0.20029326,0.17680874,0.20260884,0.19945,0.057051323,0.17783737,0.1810685,0.20477726,0.21517228,0.19111107,0.044141605,0.21467054,0.19528303,0.18883966,0.19308242,0.18661878,0.06943446,0.20021667,0.20144245,0.19389716,0.18500963,0.18854189,0.050561458
0.41532928,0.36535883,0.3284772,0.41990894,0.33159134,0.02743906,0.35838377,0.3646413,0.42881095,0.45335257,0.38607794,0.022368737,0.43634185,0.38898402,0.3981951,0.395074,0.3641655,0.07347852,0.40745974,0.39621466,0.3880719,0.36636811,0.38091335,0.017316546
