0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
0.2334113,0.21942435,0.19344261,0.22624752,0.214661,0.046319034,0.19769295,0.201642,0.23088753,0.24176188,0.21338108,0.040152017,0.23775068,0.21709144,0.2124247,0.21563171,0.20754707,0.064522035,0.22360899,0.22375031,0.21631774,0.20694184,0.21181151,0.042965174,0.22840807,0.22455756,0.21870315,0.20509493,0.20020103,0.058078863,0.20408766,0.21250412,0.21673186,0.23122482,0.24113122,0.04953091,0.2259137,0.21240595,0.22938713,0.20459867,0.22520699,0.050194923,0.22280985,0.22399431,0.23876695,0.20793352,0.23945636,0.035866998,0.24479604,0.21238835,0.20467351,0.2267907,0.24409449,0.05283603,0.20547304,0.20165694,0.20039207,0.23907693,0.21087837,0.036222957,0.22877184,0.22027186,0.22114684,0.2083781,0.2368893,0.06373675,0.21561581,0.22711182,0.22877355,0.23317197,0.19936189,0.031389162
0.42323786,0.37173706,0.33375716,0.42828518,0.33694354,0.026632613,0.36519837,0.3716554,0.43780452,0.4628006,0.39292127,0.022843204,0.44445032,0.39596462,0.40583462,0.40248162,0.37055528,0.07460366,0.41568637,0.4035532,0.39581704,0.37325397,0.38809428,0.017283116,0.40691987,0.3989104,0.4249805,0.3771497,0.36905038,0.05943174,0.3579444,0.3713758,0.38274497,0.44080603,0.42652988,0.0059659854,0.41635427,0.3779918,0.41337508,0.36227667,0.42262456,0.067050956,0.42883167,0.40602756,0.43285257,0.34324783,0.44841972,-0.003810551,0.42163756,0.38645515,0.36080804,0.3823532,0.46986115,0.061517052,0.38178235,0.36944044,0.3780201,0.47472796,0.36920097,0.012823474,0.41433465,0.42525372,0.38976377,0.38687742,0.42229077,0.07542609,0.3741358,0.41298997,0.41102016,0.43416974,0.3559813,-0.016813021
0.2949053,0.27006343,0.24031173,0.29194027,0.25454456,0.03612893,0.2528065,0.25744176,0.29838753,0.3129121,0.27334994,0.030563649,0.30539602,0.27577874,0.27611464,0.2770393,0.26111642,0.06498344,0.28644866,0.2835977,0.27473187,0.26137602,0.2700118,0.031677343,0.2867827,0.28130725,0.28601602,0.26124108,0.25487167,0.05700857,0.25409076,0.26421028,0.27067292,0.29960543,0.3004712,0.03393925,0.28747413,0.26643056,0.2884835,0.25629547,0.28944048,0.05381379,0.2894021,0.2825607,0.3017205,0.25238016,0.30679822,0.020875175,0.30142057,0.269148,0.255993,0.2776131,0.31681502,0.051212694,0.2613563,0.25667155,0.25800866,0.31527182,0.26250103,0.025666308,0.28848618,0.28610203,0.27601874,0.26579034,0.29651475,0.06463928,0.2672297,0.28783435,0.28731906,0.29749566,0.25033623,0.014508914
0.6355107,0.5354269,0.48546574,0.65525,0.47036374,0.021446422,0.54686403,0.5546403,0.66665536,0.7108828,0.5865427,0.01704862,0.6739774,0.5972432,0.6179843,0.61016345,0.55424935,0.095292844,0.62692,0.5980623,0.59517694,0.5567703,0.5807476,0.00061668083,0.6109352,0.5949505,0.6617383,0.57223356,0.5619251,0.07286232,0.5306761,0.5541438,0.57133794,0.6809509,0.6446191,-0.035014827,0.6387882,0.565341,0.6287232,0.5443032,0.6467216,0.09819789,0.6672888,0.61379373,0.6530105,0.49440092,0.68924487,-0.04015457,0.6206167,0.5792837,0.53078115,0.5539422,0.72178733,0.09211092,0.5830457,0.5516127,0.5788053,0.73656404,0.5449017,-0.0042768605,0.6222477,0.6534622,0.5754417,0.58439505,0.6294306,0.101532176,0.5527044,0.61619973,0.6189414,0.65911484,0.5324051,-0.062311377
0.27617583,0.25451246,0.2268646,0.27170518,0.24245459,0.0396249,0.23567428,0.239892,0.27716032,0.2903591,0.25531307,0.032920707,0.28478974,0.2576517,0.25619978,0.2582762,0.24475768,0.06483454,0.26711723,0.26474386,0.2567286,0.24427181,0.25170803,0.03497187,0.26933706,0.26326507,0.26516038,0.24355803,0.23716486,0.058948044,0.23797889,0.24837795,0.25365102,0.27832022,0.28178182,0.03904953,0.26815495,0.24949712,0.27005914,0.24045485,0.26934612,0.052794058,0.26857316,0.26408428,0.2815886,0.23858972,0.2853946,0.025439702,0.28344238,0.25124663,0.24018028,0.26191664,0.29327208,0.05174281,0.24334475,0.23899618,0.23940179,0.29104084,0.24631748,0.029254809,0.26936185,0.26475245,0.25854316,0.24724922,0.27753913,0.06487997,0.25104672,0.26858902,0.268515,0.27678725,0.23395422,0.020888392
0.5884063,0.49943408,0.45235133,0.6046902,0.44124782,0.022187322,0.5074611,0.51558197,0.6159235,0.6555484,0.5440489,0.018096946,0.62289655,0.55210197,0.57139397,0.56392556,0.51319367,0.0903139,0.5799216,0.55528784,0.5512448,0.5162138,0.5384952,0.0038864315,0.5649072,0.5518229,0.60846126,0.5283719,0.51869905,0.0690451,0.49252063,0.51279455,0.52923816,0.6268718,0.59509027,-0.026122924,0.588025,0.5236712,0.5800542,0.5027773,0.59696543,0.09042256,0.61371744,0.5672704,0.6039908,0.46084517,0.6353674,-0.031930253,0.5773439,0.53714824,0.49375534,0.51655525,0.66675615,0.084715575,0.5390926,0.5122176,0.53469956,0.6792832,0.5063678,-0.0006801598,0.576932,0.6037147,0.5351503,0.54227006,0.58442444,0.09471798,0.5129333,0.57165724,0.5729223,0.6101937,0.49382478,-0.053144965
0.40802175,0.3597814,0.32272282,0.4122707,0.32699472,0.027492695,0.3523903,0.35864943,0.4211639,0.44460192,0.37913287,0.022880174,0.42829123,0.3820731,0.39100784,0.3880952,0.35804996,0.07325438,0.40034378,0.3901053,0.38153094,0.36007667,0.3745529,0.018457357,0.39317608,0.38562748,0.40927225,0.36347786,0.35544452,0.059216205,0.34607953,0.3589995,0.36974275,0.42463034,0.41171706,0.009367757,0.40127677,0.36508203,0.39911515,0.34999594,0.40738758,0.06544673,0.41278446,0.3914032,0.41741228,0.3329003,0.43200737,-0.0006930828,0.4079799,0.37306422,0.3489883,0.37072906,0.45248258,0.060140185,0.36828434,0.35674772,0.36473784,0.45647976,0.35721433,0.013846707,0.40030098,0.40959525,0.37713084,0.37333643,0.4080752,0.07362114,0.3621441,0.39860535,0.39720958,0.41866067,0.34427607,-0.01360457
0.587132,0.49818408,0.45168725,0.6027275,0.44033152,0.02230537,0.5060536,0.51416314,0.613924,0.65378106,0.5429292,0.017727498,0.6213727,0.55103356,0.570115,0.56249046,0.51215905,0.08988448,0.57806104,0.5540957,0.54947364,0.51505303,0.5370376,0.0034948476,0.5635151,0.5498279,0.6063505,0.5265788,0.51675344,0.06936757,0.49077454,0.5115709,0.5275218,0.6250596,0.59307337,-0.025549743,0.5862104,0.5221378,0.57808805,0.5011862,0.5947875,0.090525776,0.61200047,0.5656759,0.6019528,0.45960337,0.63314676,-0.03146117,0.5754745,0.5356124,0.49243444,0.515452,0.66447055,0.0853067,0.5374027,0.51022077,0.53334343,0.67675704,0.50530934,-0.0011990815,0.57501346,0.6014286,0.5335292,0.54021615,0.58272254,0.09472053,0.51159644,0.5693305,0.57156235,0.6080492,0.49288625,-0.0524475
0.31088373,0.28270996,0.25209245,0.30897593,0.26488385,0.03453592,0.2666379,0.27157506,0.31588423,0.33160973,0.28840274,0.029750686,0.3226994,0.29061994,0.29211798,0.29271042,0.27473944,0.066132605,0.3026755,0.2984362,0.28986508,0.27541357,0.28479284,0.029919878,0.3014411,0.2957527,0.30299178,0.27574185,0.26904544,0.05673081,0.26676953,0.27748567,0.284511,0.31678337,0.3158266,0.03008335,0.30334204,0.28017053,0.30351928,0.26936775,0.30575645,0.055238128,0.30655432,0.29784006,0.31808972,0.26357138,0.3241005,0.017460685,0.31601608,0.28380767,0.26892403,0.29038247,0.33561006,0.05146929,0.2759682,0.27069518,0.2725413,0.3348672,0.27556795,0.023626167,0.30388886,0.3032404,0.2900432,0.28058457,0.3117921,0.065626815,0.2803628,0.3033846,0.3022322,0.31391937,0.26317987,0.010456014
0.32260227,0.29235658,0.26044917,0.32149243,0.27241743,0.033605527,0.27709085,0.28199288,0.32872993,0.34511703,0.29914016,0.028570624,0.33563125,0.30152094,0.30412006,0.30431318,0.28474104,0.06694673,0.31444284,0.3096485,0.30075398,0.28536874,0.29564184,0.028737616,0.3122869,0.30681685,0.31571478,0.2862748,0.27971447,0.056797042,0.27629668,0.28712806,0.29472154,0.32979152,0.32721224,0.027127203,0.3150723,0.2903284,0.31496415,0.27901784,0.3184076,0.055800572,0.31920183,0.3093534,0.3299784,0.27208954,0.33733958,0.015309487,0.32716694,0.29451397,0.27854693,0.3001163,0.34961012,0.05261343,0.28689507,0.2810295,0.2836373,0.3494833,0.28530413,0.022370765,0.3153268,0.31599194,0.30055594,0.291681,0.32348314,0.06671199,0.29012418,0.31486714,0.31356323,0.32660648,0.27295837,0.0076708756
0.31320834,0.28479156,0.25401947,0.31155282,0.26647696,0.033909246,0.26930165,0.27384043,0.31836742,0.33435756,0.29073656,0.028361034,0.3253125,0.2929287,0.29492003,0.29508817,0.2767495,0.065762974,0.30506134,0.30098546,0.29201624,0.27743992,0.28698826,0.029037142,0.30401674,0.29824305,0.30623657,0.27779034,0.27098888,0.056182705,0.26906198,0.27964664,0.2868364,0.31986004,0.3182059,0.028562468,0.30598238,0.2825011,0.30638933,0.27148932,0.30878392,0.054449696,0.30949527,0.30011705,0.32044905,0.26594123,0.32703787,0.016630542,0.31880122,0.28613064,0.27146196,0.29296032,0.3390655,0.05213713,0.27874455,0.2731397,0.2754476,0.33869475,0.27805606,0.023287872,0.3067608,0.30646086,0.29258227,0.28334773,0.31493625,0.06582087,0.2829479,0.3061205,0.30537555,0.31741208,0.2658736,0.009370156
0.22688971,0.21416341,0.18926045,0.21948992,0.21068773,0.050443724,0.19088806,0.19546832,0.22237512,0.23177819,0.20812091,0.041606657,0.23163491,0.2116339,0.20490998,0.20996659,0.20227855,0.06620279,0.2166774,0.21744725,0.21025802,0.20052586,0.20450842,0.044955928,0.22530058,0.21825312,0.21250689,0.1985221,0.19325829,0.06452479,0.19887942,0.20726603,0.21109006,0.22486353,0.23460975,0.05366704,0.21844542,0.20704603,0.22312039,0.19997056,0.21896288,0.052550524,0.21590157,0.21869755,0.2302286,0.20406699,0.23224646,0.03936191,0.23917627,0.20599565,0.20030224,0.22270286,0.23615262,0.056064792,0.19847892,0.19412659,0.19352888,0.23057137,0.20514053,0.040182367,0.22154306,0.21204896,0.2148632,0.2012427,0.23191942,0.06636386,0.21076913,0.21985729,0.22228876,0.225775,0.19358587,0.038458593
0.21463527,0.20310332,0.1786369,0.20510356,0.20256881,0.056084223,0.18009056,0.18470883,0.20821702,0.2184977,0.19448316,0.045171306,0.217262,0.1986683,0.19166279,0.19598638,0.19046587,0.06947209,0.20327081,0.20452116,0.19692975,0.18801856,0.19151728,0.05003313,0.21251385,0.20698811,0.19766691,0.18641305,0.18285023,0.06471996,0.18881094,0.19696993,0.19958225,0.21073331,0.22336635,0.058734234,0.20686048,0.19563694,0.21193312,0.18801033,0.20511357,0.052603297,0.20274916,0.20672698,0.217901,0.19414304,0.21971324,0.042587318,0.22908996,0.19557892,0.18921903,0.2131237,0.2233031,0.058786422,0.19025974,0.18397991,0.1829648,0.21705076,0.19577245,0.04145609,0.21189007,0.20050731,0.20452413,0.19143298,0.22087659,0.066204205,0.20052226,0.20830858,0.2119385,0.21556613,0.18454956,0.039916888
0.27863836,0.2572183,0.22776182,0.27469036,0.24412836,0.03986921,0.23833472,0.24355724,0.2796943,0.29367703,0.25793874,0.031685345,0.28874546,0.2605579,0.25964713,0.2611942,0.2474282,0.065682136,0.26974794,0.26849806,0.2586627,0.24610338,0.254348,0.035264462,0.27339742,0.2684923,0.27047324,0.24756187,0.24213558,0.057073683,0.24263044,0.2518431,0.25759387,0.28362334,0.28706825,0.03698568,0.2726793,0.25378495,0.27577296,0.24423121,0.2747667,0.051580522,0.2736898,0.26854834,0.28557104,0.2419644,0.29121944,0.024694175,0.2883628,0.2556248,0.24366331,0.2661121,0.29968923,0.053451896,0.24798228,0.24250835,0.24420007,0.29682583,0.25001583,0.027947918,0.27388853,0.27021313,0.26285642,0.25214022,0.28317285,0.06487235,0.25519946,0.27213636,0.2736526,0.28251547,0.23847148,0.019468509
0.29365787,0.26894632,0.23922098,0.29060182,0.25386897,0.037437066,0.25123692,0.25581068,0.29685795,0.31114045,0.27145046,0.03149444,0.3041916,0.2738279,0.2739566,0.2756006,0.2597211,0.066111706,0.2851671,0.2815848,0.27330703,0.25942773,0.26832008,0.033467226,0.28542838,0.28050858,0.2844808,0.26026222,0.25439864,0.055836175,0.25301328,0.2632004,0.26987213,0.29778206,0.29963195,0.03355915,0.28639895,0.2651156,0.28763467,0.25545436,0.28857964,0.052762248,0.28812188,0.28195906,0.30051064,0.25190282,0.30611393,0.021255298,0.30056435,0.26801208,0.25488204,0.27650103,0.31507903,0.051175866,0.26017967,0.2554943,0.2565192,0.3138175,0.26114333,0.025934385,0.28707528,0.28508157,0.2749619,0.26470593,0.29546976,0.06515149,0.26626328,0.28649187,0.28600505,0.29647857,0.24894744,0.015033478
0.30908668,0.2815723,0.25206143,0.3078796,0.26389498,0.03635776,0.26563668,0.27004036,0.3134269,0.32911208,0.28664827,0.028776916,0.32197034,0.28873977,0.2900709,0.29140395,0.27312496,0.067112714,0.30130035,0.29609916,0.28815073,0.27310368,0.28263626,0.030835392,0.30149624,0.2952125,0.3026338,0.27491727,0.26828775,0.054333083,0.26608735,0.27704772,0.28368878,0.3160085,0.31545377,0.02829538,0.30310094,0.2797556,0.30387628,0.26897064,0.30523002,0.052614816,0.30619293,0.29683253,0.31610364,0.26362255,0.3237233,0.016898628,0.31659365,0.28321934,0.26895276,0.29098746,0.33472383,0.05225587,0.27595052,0.26958698,0.2721603,0.33508843,0.27499032,0.023701819,0.30349654,0.30319297,0.2894625,0.28061816,0.3124972,0.066301554,0.28055626,0.30272758,0.30243847,0.31471178,0.26265064,0.010382887
0.41259918,0.36312157,0.32596433,0.41689935,0.3300286,0.027257537,0.3556037,0.36201954,0.42622203,0.45034695,0.38310358,0.023585577,0.43289256,0.3858437,0.39483947,0.39204168,0.36151588,0.073769644,0.40478265,0.39337334,0.38547805,0.36386478,0.3782581,0.018474992,0.39701074,0.38937545,0.41355312,0.36765742,0.35946158,0.05927138,0.34926808,0.3626514,0.37360135,0.42915702,0.4162557,0.008169852,0.40585503,0.36882815,0.40292305,0.35360357,0.41173,0.06587212,0.41731307,0.3958373,0.4220358,0.33563197,0.43665367,-0.00191769,0.41187927,0.37691164,0.3521402,0.3738399,0.45727482,0.060807407,0.37196076,0.3601529,0.36819762,0.46150523,0.36041608,0.013683472,0.40404683,0.41368812,0.38042516,0.376975,0.41204184,0.07439868,0.36533988,0.40269452,0.40070188,0.42272133,0.3474406,-0.014226202
0.2608375,0.24201337,0.2148353,0.2552823,0.23308234,0.043024253,0.22161198,0.22607478,0.2598728,0.27295738,0.24050638,0.03577684,0.26806316,0.24327925,0.24028784,0.24297512,0.23120162,0.06568235,0.2513244,0.25027716,0.24198964,0.23047285,0.23702568,0.037729852,0.25563395,0.2505089,0.24999031,0.23032045,0.22502859,0.05953235,0.22692572,0.23646131,0.24093148,0.26282042,0.26833707,0.042429674,0.25376242,0.23734868,0.25690043,0.22867185,0.25496197,0.0515006,0.25328264,0.25118497,0.26693928,0.2285293,0.27003598,0.028654726,0.27080902,0.2389855,0.22905712,0.25089428,0.27831358,0.052721456,0.23115492,0.22686891,0.22663954,0.2748229,0.23511115,0.030785695,0.25629354,0.25040445,0.24638526,0.23397857,0.26496047,0.064901166,0.24034873,0.25523862,0.25574479,0.26276147,0.22324094,0.025680073
0.46940327,0.40712714,0.36742803,0.47709495,0.36611694,0.025517736,0.40501148,0.41198325,0.4871406,0.51612103,0.43556353,0.021022946,0.49418813,0.43952596,0.45220435,0.44756636,0.41048643,0.078435265,0.4609902,0.44573495,0.438689,0.41329956,0.430147,0.012953933,0.45092633,0.4416244,0.4758089,0.41883963,0.4097783,0.063132755,0.39505422,0.41089338,0.42321393,0.4923655,0.47323462,-0.002728574,0.46360153,0.4187182,0.4593299,0.40087444,0.47097227,0.073480025,0.48010495,0.45088625,0.48006696,0.3756069,0.49979076,-0.011849903,0.46506816,0.42904994,0.39813873,0.42059085,0.5250125,0.06858734,0.42591792,0.4093609,0.4221152,0.53143704,0.40823942,0.008151438,0.45976508,0.47450203,0.43052936,0.43044722,0.4678657,0.08058579,0.41258764,0.45690578,0.45619667,0.4828738,0.39488894,-0.026508737
0.31209683,0.28371993,0.2530325,0.31048805,0.26557744,0.034212142,0.26791766,0.27274978,0.31722862,0.33297768,0.289577,0.029181773,0.3242406,0.29187515,0.29361102,0.2941265,0.27600554,0.06580879,0.30398417,0.29970324,0.2912072,0.27652997,0.28603536,0.02946962,0.30298,0.2970233,0.30461013,0.27682543,0.26987258,0.057241723,0.2679288,0.27859285,0.28575635,0.31835306,0.3171623,0.030046193,0.30464143,0.2813349,0.30486777,0.27047366,0.3072195,0.05580405,0.30807078,0.29900816,0.31926,0.26456353,0.32551634,0.017436365,0.31750172,0.28507578,0.2701445,0.2917623,0.33726153,0.05211855,0.27735877,0.2717825,0.27397984,0.3365274,0.27669752,0.023982024,0.3053647,0.3046483,0.29125762,0.28202355,0.313256,0.06599741,0.2815669,0.30468702,0.3036052,0.3154107,0.2643877,0.01021266
0.7113086,0.59260935,0.53857625,0.7387436,0.51639265,0.021346983,0.6107503,0.61889595,0.7483958,0.79982257,0.6542797,0.016390152,0.7569066,0.6709634,0.69358116,0.6861267,0.6217294,0.103593156,0.7025274,0.667776,0.6674646,0.6221006,0.649733,-0.002414383,0.685902,0.6649072,0.7488956,0.6435802,0.63357216,0.07804115,0.59240186,0.6216513,0.63977385,0.7697078,0.7260741,-0.048160244,0.7222987,0.6327562,0.7082465,0.6124181,0.7278067,0.11325221,0.7552813,0.689134,0.7332021,0.54933274,0.7785193,-0.05260785,0.6919391,0.6482482,0.59103423,0.61399484,0.81196094,0.10338525,0.65532285,0.61681855,0.6511575,0.8309696,0.6070478,-0.0097950995,0.6970984,0.7352644,0.6411088,0.6542058,0.7029877,0.11155125,0.61794496,0.68822956,0.6946982,0.73905206,0.59611994,-0.07834312
