0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
0.2334113,0.21942435,0.19344261,0.22624752,0.214661,0.046319034,0.19769295,0.201642,0.23088753,0.24176188,0.21338108,0.040152017,0.23775068,0.21709144,0.2124247,0.21563171,0.20754707,0.064522035,0.22360899,0.22375031,0.21631774,0.20694184,0.21181151,0.042965174,0.22840807,0.22455756,0.21870315,0.20509493,0.20020103,0.058078863,0.20408766,0.21250412,0.21673186,0.23122482,0.24113122,0.04953091,0.2259137,0.21240595,0.22938713,0.20459867,0.22520699,0.050194923,0.22280985,0.22399431,0.23876695,0.20793352,0.23945636,0.035866998
0.42323786,0.37173706,0.33375716,0.42828518,0.33694354,0.026632613,0.36519837,0.3716554,0.43780452,0.4628006,0.39292127,0.022843204,0.44445032,0.39596462,0.40583462,0.40248162,0.37055528,0.07460366,0.41568637,0.4035532,0.39581704,0.37325397,0.38809428,0.017283116,0.40691987,0.3989104,0.4249805,0.3771497,0.36905038,0.05943174,0.3579444,0.3713758,0.38274497,0.44080603,0.42652988,0.0059659854,0.41635427,0.3779918,0.41337508,0.36227667,0.42262456,0.067050956,0.42883167,0.40602756,0.43285257,0.34324783,0.44841972,-0.003810551
0.2949053,0.27006343,0.24031173,0.29194027,0.25454456,0.03612893,0.2528065,0.25744176,0.29838753,0.3129121,0.27334994,0.030563649,0.30539602,0.27577874,0.27611464,0.2770393,0.26111642,0.06498344,0.28644866,0.2835977,0.27473187,0.26137602,0.2700118,0.031677343,0.2867827,0.28130725,0.28601602,0.26124108,0.25487167,0.05700857,0.25409076,0.26421028,0.27067292,0.29960543,0.3004712,0.03393925,0.28747413,0.26643056,0.2884835,0.25629547,0.28944048,0.05381379,0.2894021,0.2825607,0.3017205,0.25238016,0.30679822,0.020875175
0.6355107,0.5354269,0.48546574,0.65525,0.47036374,0.021446422,0.54686403,0.5546403,0.66665536,0.7108828,0.5865427,0.01704862,0.6739774,0.5972432,0.6179843,0.61016345,0.55424935,0.095292844,0.62692,0.5980623,0.59517694,0.5567703,0.5807476,0.00061668083,0.6109352,0.5949505,0.6617383,0.57223356,0.5619251,0.07286232,0.5306761,0.5541438,0.57133794,0.6809509,0.6446191,-0.035014827,0.6387882,0.565341,0.6287232,0.5443032,0.6467216,0.09819789,0.6672888,0.61379373,0.6530105,0.49440092,0.68924487,-0.04015457
0.27617583,0.25451246,0.2268646,0.27170518,0.24245459,0.0396249,0.23567428,0.239892,0.27716032,0.2903591,0.25531307,0.032920707,0.28478974,0.2576517,0.25619978,0.2582762,0.24475768,0.06483454,0.26711723,0.26474386,0.2567286,0.24427181,0.25170803,0.03497187,0.26933706,0.26326507,0.26516038,0.24355803,0.23716486,0.058948044,0.23797889,0.24837795,0.25365102,0.27832022,0.28178182,0.03904953,0.26815495,0.24949712,0.27005914,0.24045485,0.26934612,0.052794058,0.26857316,0.26408428,0.2815886,0.23858972,0.2853946,0.025439702
0.5884063,0.49943408,0.45235133,0.6046902,0.44124782,0.022187322,0.5074611,0.51558197,0.6159235,0.6555484,0.5440489,0.018096946,0.62289655,0.55210197,0.57139397,0.56392556,0.51319367,0.0903139,0.5799216,0.55528784,0.5512448,0.5162138,0.5384952,0.0038864315,0.5649072,0.5518229,0.60846126,0.5283719,0.51869905,0.0690451,0.49252063,0.51279455,0.52923816,0.6268718,0.59509027,-0.026122924,0.588025,0.5236712,0.5800542,0.5027773,0.59696543,0.09042256,0.61371744,0.5672704,0.6039908,0.46084517,0.6353674,-0.031930253
0.40802175,0.3597814,0.32272282,0.4122707,0.32699472,0.027492695,0.3523903,0.35864943,0.4211639,0.44460192,0.37913287,0.022880174,0.42829123,0.3820731,0.39100784,0.3880952,0.35804996,0.07325438,0.40034378,0.3901053,0.38153094,0.36007667,0.3745529,0.018457357,0.39317608,0.38562748,0.40927225,0.36347786,0.35544452,0.059216205,0.34607953,0.3589995,0.36974275,0.42463034,0.41171706,0.009367757,0.40127677,0.36508203,0.39911515,0.34999594,0.40738758,0.06544673,0.41278446,0.3914032,0.41741228,0.3329003,0.43200737,-0.0006930828
0.587132,0.49818408,0.45168725,0.6027275,0.44033152,0.02230537,0.5060536,0.51416314,0.613924,0.65378106,0.5429292,0.017727498,0.6213727,0.55103356,0.570115,0.56249046,0.51215905,0.08988448,0.57806104,0.5540957,0.54947364,0.51505303,0.5370376,0.0034948476,0.5635151,0.5498279,0.6063505,0.5265788,0.51675344,0.06936757,0.49077454,0.5115709,0.5275218,0.6250596,0.59307337,-0.025549743,0.5862104,0.5221378,0.57808805,0.5011862,0.5947875,0.090525776,0.61200047,0.5656759,0.6019528,0.45960337,0.63314676,-0.03146117
0.31088373,0.28270996,0.25209245,0.30897593,0.26488385,0.03453592,0.2666379,0.27157506,0.31588423,0.33160973,0.28840274,0.029750686,0.3226994,0.29061994,0.29211798,0.29271042,0.27473944,0.066132605,0.3026755,0.2984362,0.28986508,0.27541357,0.28479284,0.029919878,0.3014411,0.2957527,0.30299178,0.27574185,0.26904544,0.05673081,0.26676953,0.27748567,0.284511,0.31678337,0.3158266,0.03008335,0.30334204,0.28017053,0.30351928,0.26936775,0.30575645,0.055238128,0.30655432,0.29784006,0.31808972,0.26357138,0.3241005,0.017460685
0.32260227,0.29235658,0.26044917,0.32149243,0.27241743,0.033605527,0.27709085,0.28199288,0.32872993,0.34511703,0.29914016,0.028570624,0.33563125,0.30152094,0.30412006,0.30431318,0.28474104,0.06694673,0.31444284,0.3096485,0.30075398,0.28536874,0.29564184,0.028737616,0.3122869,0.30681685,0.31571478,0.2862748,0.27971447,0.056797042,0.27629668,0.28712806,0.29472154,0.32979152,0.32721224,0.027127203,0.3150723,0.2903284,0.31496415,0.27901784,0.3184076,0.055800572,0.31920183,0.3093534,0.3299784,0.27208954,0.33733958,0.015309487
0.31320834,0.28479156,0.25401947,0.31155282,0.26647696,0.033909246,0.26930165,0.27384043,0.31836742,0.33435756,0.29073656,0.028361034,0.3253125,0.2929287,0.29492003,0.29508817,0.2767495,0.065762974,0.30506134,0.30098546,0.29201624,0.27743992,0.28698826,0.029037142,0.30401674,0.29824305,0.30623657,0.27779034,0.27098888,0.056182705,0.26906198,0.27964664,0.2868364,0.31986004,0.3182059,0.028562468,0.30598238,0.2825011,0.30638933,0.27148932,0.30878392,0.054449696,0.30949527,0.30011705,0.32044905,0.26594123,0.32703787,0.016630542
0.22688971,0.21416341,0.18926045,0.21948992,0.21068773,0.050443724,0.19088806,0.19546832,0.22237512,0.23177819,0.20812091,0.041606657,0.23163491,0.2116339,0.20490998,0.20996659,0.20227855,0.06620279,0.2166774,0.21744725,0.21025802,0.20052586,0.20450842,0.044955928,0.22530058,0.21825312,0.21250689,0.1985221,0.19325829,0.06452479,0.19887942,0.20726603,0.21109006,0.22486353,0.23460975,0.05366704,0.21844542,0.20704603,0.22312039,0.19997056,0.21896288,0.052550524,0.21590157,0.21869755,0.2302286,0.20406699,0.23224646,0.03936191
0.21463527,0.20310332,0.1786369,0.20510356,0.20256881,0.056084223,0.18009056,0.18470883,0.20821702,0.2184977,0.19448316,0.045171306,0.217262,0.1986683,0.19166279,0.19598638,0.19046587,0.06947209,0.20327081,0.20452116,0.19692975,0.18801856,0.19151728,0.05003313,0.21251385,0.20698811,0.19766691,0.18641305,0.18285023,0.06471996,0.18881094,0.19696993,0.19958225,0.21073331,0.22336635,0.058734234,0.20686048,0.19563694,0.21193312,0.18801033,0.20511357,0.052603297,0.20274916,0.20672698,0.217901,0.19414304,0.21971324,0.042587318
0.27863836,0.2572183,0.22776182,0.27469036,0.24412836,0.03986921,0.23833472,0.24355724,0.2796943,0.29367703,0.25793874,0.031685345,0.28874546,0.2605579,0.25964713,0.2611942,0.2474282,0.065682136,0.26974794,0.26849806,0.2586627,0.24610338,0.254348,0.035264462,0.27339742,0.2684923,0.27047324,0.24756187,0.24213558,0.057073683,0.24263044,0.2518431,0.25759387,0.28362334,0.28706825,0.03698568,0.2726793,0.25378495,0.27577296,0.24423121,0.2747667,0.051580522,0.2736898,0.26854834,0.28557104,0.2419644,0.29121944,0.024694175
0.29365787,0.26894632,0.23922098,0.29060182,0.25386897,0.037437066,0.25123692,0.25581068,0.29685795,0.31114045,0.27145046,0.03149444,0.3041916,0.2738279,0.2739566,0.2756006,0.2597211,0.066111706,0.2851671,0.2815848,0.27330703,0.25942773,0.26832008,0.033467226,0.28542838,0.28050858,0.2844808,0.26026222,0.25439864,0.055836175,0.25301328,0.2632004,0.26987213,0.29778206,0.29963195,0.03355915,0.28639895,0.2651156,0.28763467,0.25545436,0.28857964,0.052762248,0.28812188,0.28195906,0.30051064,0.25190282,0.30611393,0.021255298
0.30908668,0.2815723,0.25206143,0.3078796,0.26389498,0.03635776,0.26563668,0.27004036,0.3134269,0.32911208,0.28664827,0.028776916,0.32197034,0.28873977,0.2900709,0.29140395,0.27312496,0.067112714,0.30130035,0.29609916,0.28815073,0.27310368,0.28263626,0.030835392,0.30149624,0.2952125,0.3026338,0.27491727,0.26828775,0.054333083,0.26608735,0.27704772,0.28368878,0.3160085,0.31545377,0.02829538,0.30310094,0.2797556,0.30387628,0.26897064,0.30523002,0.052614816,0.30619293,0.29683253,0.31610364,0.26362255,0.3237233,0.016898628
0.41259918,0.36312157,0.32596433,0.41689935,0.3300286,0.027257537,0.3556037,0.36201954,0.42622203,0.45034695,0.38310358,0.023585577,0.43289256,0.3858437,0.39483947,0.39204168,0.36151588,0.073769644,0.40478265,0.39337334,0.38547805,0.36386478,0.3782581,0.018474992,0.39701074,0.38937545,0.41355312,0.36765742,0.35946158,0.05927138,0.34926808,0.3626514,0.37360135,0.42915702,0.4162557,0.008169852,0.40585503,0.36882815,0.40292305,0.35360357,0.41173,0.06587212,0.41731307,0.3958373,0.4220358,0.33563197,0.43665367,-0.00191769
0.2608375,0.24201337,0.2148353,0.2552823,0.23308234,0.043024253,0.22161198,0.22607478,0.2598728,0.27295738,0.24050638,0.03577684,0.26806316,0.24327925,0.24028784,0.24297512,0.23120162,0.06568235,0.2513244,0.25027716,0.24198964,0.23047285,0.23702568,0.037729852,0.25563395,0.2505089,0.24999031,0.23032045,0.22502859,0.05953235,0.22692572,0.23646131,0.24093148,0.26282042,0.26833707,0.042429674,0.25376242,0.23734868,0.25690043,0.22867185,0.25496197,0.0515006,0.25328264,0.25118497,0.26693928,0.2285293,0.27003598,0.028654726
0.46940327,0.40712714,0.36742803,0.47709495,0.36611694,0.025517736,0.40501148,0.41198325,0.4871406,0.51612103,0.43556353,0.021022946,0.49418813,0.43952596,0.45220435,0.44756636,0.41048643,0.078435265,0.4609902,0.44573495,0.438689,0.41329956,0.430147,0.012953933,0.45092633,0.4416244,0.4758089,0.41883963,0.4097783,0.063132755,0.39505422,0.41089338,0.42321393,0.4923655,0.47323462,-0.002728574,0.46360153,0.4187182,0.4593299,0.40087444,0.47097227,0.073480025,0.48010495,0.45088625,0.48006696,0.3756069,0.49979076,-0.011849903
0.31209683,0.28371993,0.2530325,0.31048805,0.26557744,0.034212142,0.26791766,0.27274978,0.31722862,0.33297768,0.289577,0.029181773,0.3242406,0.29187515,0.29361102,0.2941265,0.27600554,0.06580879,0.30398417,0.29970324,0.2912072,0.27652997,0.28603536,0.02946962,0.30298,0.2970233,0.30461013,0.27682543,0.26987258,0.057241723,0.2679288,0.27859285,0.28575635,0.31835306,0.3171623,0.030046193,0.30464143,0.2813349,0.30486777,0.27047366,0.3072195,0.05580405,0.30807078,0.29900816,0.31926,0.26456353,0.32551634,0.017436365
0.7113086,0.59260935,0.53857625,0.7387436,0.51639265,0.021346983,0.6107503,0.61889595,0.7483958,0.79982257,0.6542797,0.016390152,0.7569066,0.6709634,0.69358116,0.6861267,0.6217294,0.103593156,0.7025274,0.667776,0.6674646,0.6221006,0.649733,-0.002414383,0.685902,0.6649072,0.7488956,0.6435802,0.63357216,0.07804115,0.59240186,0.6216513,0.63977385,0.7697078,0.7260741,-0.048160244,0.7222987,0.6327562,0.7082465,0.6124181,0.7278067,0.11325221,0.7552813,0.689134,0.7332021,0.54933274,0.7785193,-0.05260785
0.63742113,0.5369668,0.48685002,0.65773547,0.4714054,0.021456648,0.5487866,0.5571253,0.6690204,0.71305954,0.5882529,0.017166868,0.6763313,0.59876794,0.61993957,0.61223054,0.5560351,0.09582985,0.6288435,0.59982187,0.5976437,0.55824405,0.58299506,0.0012041144,0.6127114,0.5972836,0.664172,0.5740957,0.56437445,0.07254182,0.53260136,0.5558205,0.5733548,0.6835496,0.64708704,-0.035150792,0.64104295,0.5672795,0.6311437,0.54610777,0.64946556,0.09854533,0.6699048,0.61576617,0.65581024,0.49599254,0.6921625,-0.04028643
0.23551168,0.22087188,0.19583178,0.22835253,0.21636292,0.049435474,0.1987205,0.20273796,0.23254262,0.24260679,0.21518302,0.04148294,0.24071255,0.219087,0.21348263,0.2177278,0.2094225,0.066671245,0.2252938,0.22496632,0.2181402,0.20778486,0.21331096,0.044876687,0.23150288,0.22685677,0.2210342,0.2072247,0.20199773,0.0609919,0.20521535,0.2142727,0.21865706,0.2335825,0.24388936,0.05096057,0.22756387,0.21437153,0.23195365,0.20645194,0.22712117,0.051362768,0.22513728,0.22652672,0.23949799,0.20911647,0.24223575,0.03627001
0.24702746,0.23052895,0.20444311,0.24088234,0.22343446,0.044762257,0.21001148,0.214144,0.24525549,0.25658822,0.22707096,0.03804093,0.25289613,0.23011985,0.22638212,0.22943725,0.21970621,0.06544607,0.23740788,0.2372647,0.22926694,0.2186043,0.22446476,0.040790454,0.24213678,0.23667878,0.23359841,0.21715538,0.21129543,0.059696503,0.21471752,0.22392713,0.22844788,0.24640962,0.2536862,0.04690877,0.23916513,0.2241776,0.24210861,0.21578407,0.2389583,0.051871065,0.23738231,0.23627153,0.25192916,0.21766916,0.25387183,0.032643877
0.41637087,0.36604,0.3293783,0.42069846,0.33244488,0.027306447,0.35907984,0.3655434,0.42953247,0.45435837,0.38687307,0.022058014,0.43691877,0.38983285,0.3990457,0.3958428,0.36502331,0.07326122,0.40807396,0.39699632,0.38866264,0.36709893,0.38159868,0.016994562,0.40093336,0.39271486,0.41799575,0.37068212,0.36240074,0.059742253,0.35209596,0.366125,0.37649477,0.43357933,0.41976106,0.0074118227,0.40949863,0.3724519,0.40700686,0.35667506,0.4155522,0.06637875,0.42171445,0.39918894,0.42514384,0.33831152,0.44044828,-0.0024123304
0.2411509,0.22448464,0.20087369,0.23396482,0.22029968,0.049876392,0.20267916,0.20708402,0.23793331,0.24800578,0.22086318,0.04290962,0.2456436,0.22393039,0.21751791,0.22238746,0.21357282,0.06833531,0.23062238,0.22882144,0.22240514,0.21264821,0.21677339,0.04544123,0.23610973,0.23072423,0.22632988,0.211535,0.20582296,0.056254786,0.20864622,0.21853057,0.22259478,0.23845407,0.24701619,0.046169277,0.23294312,0.21840769,0.23480615,0.21067463,0.23199362,0.049210828,0.23017737,0.23075342,0.24438313,0.21321705,0.24700207,0.03248196
0.421659,0.3703407,0.33305156,0.4265043,0.33562815,0.027168177,0.36392647,0.3704896,0.43549788,0.46048886,0.39190355,0.022289068,0.44298735,0.39494166,0.40463182,0.4011972,0.369749,0.07404437,0.41355696,0.4023909,0.39382547,0.37183553,0.3867118,0.016836893,0.40591812,0.39774448,0.42369288,0.37562698,0.36729446,0.060187656,0.3566207,0.3704049,0.3812805,0.43946677,0.4251783,0.006970264,0.41485518,0.3770107,0.41217184,0.36106429,0.42097682,0.06752948,0.4274487,0.40432978,0.43063122,0.34182543,0.4465552,-0.0030072741
0.22763047,0.21400788,0.18868831,0.2195574,0.2118849,0.05193463,0.19122025,0.19584918,0.22272523,0.23398022,0.20735376,0.04403953,0.23157509,0.21108809,0.20501575,0.2092275,0.20204642,0.06858063,0.21709631,0.216988,0.21000373,0.20012796,0.2047826,0.046751518,0.2241841,0.21948776,0.21321695,0.19979799,0.19536263,0.061214395,0.19948408,0.2082633,0.21147935,0.2254804,0.23695832,0.05125401,0.22007343,0.20773531,0.22561216,0.20065352,0.21981883,0.049101546,0.21698488,0.2194055,0.23209582,0.20381306,0.23363009,0.037996143
0.518651,0.445683,0.4025004,0.5298859,0.39733538,0.023737088,0.44797832,0.4556444,0.5405131,0.5736358,0.48077562,0.01950461,0.5474973,0.4861205,0.50185096,0.49572763,0.4529367,0.08335216,0.5103283,0.49161416,0.4853788,0.45592445,0.47526014,0.008864701,0.4977485,0.487592,0.5306636,0.46387082,0.45477307,0.06459404,0.4357994,0.4526459,0.46707103,0.5478966,0.522968,-0.012542073,0.5145774,0.46199423,0.50913864,0.4427586,0.5232569,0.07992189,0.5351636,0.49881816,0.53122497,0.41115648,0.5558568,-0.019830398
0.30907667,0.281721,0.25157732,0.30741325,0.2637666,0.03495987,0.26602367,0.2700274,0.31372133,0.32940373,0.28645292,0.027690338,0.32179728,0.28871483,0.29070097,0.29124698,0.2730014,0.06574293,0.30072507,0.29628175,0.28783458,0.27293634,0.28274548,0.030922469,0.30076662,0.2955268,0.30256954,0.2742079,0.26755843,0.05502164,0.2659322,0.2764921,0.2841407,0.31529936,0.3151877,0.027111229,0.30270937,0.27906471,0.30351624,0.26799324,0.3056477,0.051537804,0.3057027,0.29701054,0.31599772,0.26408333,0.32394385,0.016952552
0.37101573,0.33062953,0.29597765,0.37299687,0.30352432,0.029775294,0.31970423,0.32524177,0.38120794,0.40173483,0.34458977,0.025249626,0.38822216,0.34703797,0.35328436,0.35179678,0.32609674,0.07023418,0.3633114,0.3549549,0.3465597,0.3277393,0.34032091,0.0227618,0.35811496,0.35145736,0.36870864,0.33015642,0.32262194,0.058001105,0.31575912,0.32787472,0.3372664,0.38338345,0.37520385,0.016551223,0.363913,0.3327391,0.36253402,0.31925,0.36873484,0.060841493,0.37209353,0.3559098,0.37945044,0.30649686,0.39085597,0.0057321303
0.3130204,0.2844801,0.25364316,0.3112936,0.2662896,0.03436575,0.26871455,0.27353263,0.31824905,0.33402473,0.290487,0.029353164,0.32501912,0.29275545,0.2945228,0.29487714,0.27670476,0.066047415,0.30487806,0.30061337,0.29198235,0.27738523,0.28684735,0.029557921,0.30340007,0.29773593,0.3053326,0.27762347,0.2709248,0.05705579,0.2684722,0.2792176,0.2862405,0.3191715,0.31777993,0.029638683,0.30535477,0.28204715,0.30559087,0.2710656,0.30801094,0.05550098,0.30878782,0.29989517,0.32014078,0.26510862,0.32639977,0.017081242
0.60001326,0.50853205,0.46070135,0.6172419,0.4485578,0.021718334,0.51716197,0.52518964,0.62872356,0.6695267,0.55460745,0.017970182,0.63555074,0.56323016,0.5827333,0.5755098,0.5228303,0.09132187,0.59175664,0.5657344,0.56224763,0.52639526,0.5489643,0.0029888935,0.576099,0.5618576,0.62119764,0.5393208,0.52962804,0.0699938,0.5016204,0.52296555,0.5394444,0.6398796,0.6074241,-0.028626967,0.6003891,0.5339524,0.5918015,0.51276577,0.60896635,0.09217626,0.6266677,0.5788159,0.6161558,0.46876353,0.64835894,-0.034395702
0.6628475,0.5554502,0.5052868,0.6843233,0.487334,0.021713443,0.5697176,0.57806116,0.6949211,0.7422813,0.6107727,0.016352676,0.7034267,0.62416476,0.64537466,0.63700366,0.5790192,0.09712355,0.6529684,0.62306285,0.6205411,0.58031845,0.6051518,-0.0018908009,0.6383343,0.61914814,0.69214725,0.59693414,0.58609414,0.074623615,0.55197084,0.5785388,0.5956659,0.7123133,0.67263675,-0.039264742,0.66786253,0.5894007,0.65649575,0.5680461,0.6746594,0.10438827,0.6989795,0.64021516,0.6807419,0.5144336,0.7203728,-0.044175364
0.39609152,0.3501113,0.3141023,0.39937854,0.3194934,0.028360631,0.34151748,0.3476529,0.40811345,0.43079567,0.36797073,0.024177257,0.4150595,0.37060845,0.37855616,0.37607402,0.34755856,0.072356425,0.38813084,0.37834358,0.36999136,0.3495915,0.36328036,0.019973151,0.38155982,0.37431866,0.3958426,0.35252818,0.34455046,0.05898488,0.33596474,0.34884116,0.3590253,0.41099134,0.3997411,0.011788353,0.38899332,0.35448354,0.38686404,0.3398463,0.3945433,0.06409001,0.39937696,0.37977332,0.40484887,0.32405674,0.41830283,0.0014249384
0.41880912,0.36791748,0.33070666,0.42347527,0.33412963,0.027454643,0.3612916,0.3675933,0.43263286,0.45719326,0.38894528,0.023270924,0.43970323,0.39181566,0.40146708,0.39820278,0.36693406,0.07432115,0.41079247,0.39920717,0.3913247,0.3693077,0.38394213,0.018134382,0.40295774,0.39518636,0.42049658,0.3729211,0.3647188,0.060392894,0.35415518,0.36785918,0.37883547,0.4359005,0.42221427,0.0071344078,0.4118334,0.37417233,0.40915334,0.3585606,0.41823626,0.06682561,0.42419976,0.40187025,0.42795184,0.34010965,0.44351318,-0.002624996
0.27695927,0.25544533,0.22689167,0.2728349,0.24300736,0.038489584,0.23666763,0.24106011,0.27884832,0.29190785,0.25614738,0.033140443,0.28561696,0.2586848,0.25752616,0.25929135,0.24567075,0.06442703,0.26828924,0.2661995,0.25781488,0.24565421,0.25315017,0.034821294,0.26942343,0.2645579,0.26608312,0.24490058,0.23897144,0.056740962,0.23929562,0.24898599,0.25478604,0.2793125,0.28265482,0.038090784,0.26922306,0.25051415,0.27073383,0.24118394,0.27050164,0.05251058,0.2697029,0.2653939,0.2833284,0.23943569,0.28679883,0.02491603
